AirportName,RadioId,RadioName,RadioFrequency,Designator,Id
KUMAMOTO,,APP,122.9,RJFT,10459
Kuopio,,ATIS,113,EFKU,10460
Kurundi Station,,CTAF,126.7,YKUR,10461
KUWAIT INTL,,Ground,121.9,OKBK,10462
La Fare,,TWR,119.5,LFNR,10463
LA FLORIDA,,TWR,118.1,SCSE,10464
La Havane Jose Marti Intl,,Clearance delivery,121.9,MUHA,10465
LA PORTE MUNI,,AWOS,119.82,T41,10466
LA RIOJA,,APP,119.15,SANL,10467
La Valette Luqa,,ATIS,127.4,LMML,10468
Labuan,,ATIS,126.85,WBKL,10469
LACKEY AVIATION,,CTAF,122.9,94R,10470
LADD AAF,,TWR,125,PAFB,10471
LAGRANGE CALLAWAY,,AWOS,126.32,KLGC,10472
LAGUNA AAF,,DEP,120,KLGF,10473
LAHR,,TWR,125.17,EDTL,10474
Lake Charles Rgnl,,Ground,121.8,KLCH,10475
LAKEFIELD,,APP/DEP,134.45,KCQA,10476
Lambert St Louis Intl,,Ground,118.92,KSTL,10477
Lambert St Louis Intl,,APP,120.05,KSTL,10478
Lamphun,,Ground,122.9,VTCO,10479
Lancaster,,UNICOM,122.95,KLNS,10480
LANGNES,,ATIS,126.12,ENTC,10481
LARAMIE RGNL,,ASOS,135.47,KLAR,10482
LARISA,,TWR,122.1,LGLR,10483
Larnaca,,ATIS,112.8,LCLK,10484
Larnaca,,TWR,119.4,LCLK,10485
LARNED PAWNEE CO,,CTAF,122.8,KLQR,10486
Las Americas Intl,,Ground,121.9,MDSD,10487
LAS BRUJAS,,TWR,118.4,MUBR,10488
LAS CRUCES INTL,,CTAF,122.7,KLRU,10489
LAS FLORES,,TWR,118.3,SVLM,10490
LAS PALMAS,,TWR,118.5,SPLP,10491
LASBORDES,,ATIS,128.1,LFCL,10492
LASBORDES,,APP,123.85,LFCL,10493
LASBORDES,,APP,125.17,LFCL,10494
LASBORDES,,APP,129.3,LFCL,10495
LASK,,TWR,128.5,EPLK,10496
LATINA,,TWR,119.15,LIRL,10497
LATINA,,APP,122.1,LIRL,10498
Latrobe Valley,,CTAF/UNICOM,122.3,YLTV,10499
Latrobe Valley,,CTAF,126,YLTV,10500
Laughlin AFB,,Clearance delivery,120.5,KDLF,10501
Laughlin AFB,,TWR,114.4,KDLF,10502
Laughlin AFB,,TWR,125.2,KDLF,10503
Laughlin AFB,,DEP,119.6,KDLF,10504
Laughlin Bullhead Intl,,Clearance delivery,118.25,KIFP,10505
Laughlin Bullhead Intl,,TWR,123.9,KIFP,10506
Launceston,,CTAF,118.7,YMLT,10507
LAUPHEIM,,APP,119.1,ETHL,10508
LAUPHEIM,,APP,138.45,ETHL,10509
LAUREL,,CTAF,122.8,N06,10510
LAUREL,,APP/DEP,127.95,N06,10511
LAUREL MUNI,,CTAF,123.05,6S8,10512
LAUREL MUNI,,APP/DEP,120.5,6S8,10513
LAURENCE G HANSCOM FLD,,CTAF,118.5,KBED,10514
LAURENCE G HANSCOM FLD,,Clearance delivery,121.85,KBED,10515
LAURENCE G HANSCOM FLD,,TWR,118.5,KBED,10516
LAURENS COUNTY,,APP/DEP,120.6,34A,10517
LAURINBURG MAXTON,,CTAF,122.8,KMEB,10518
Lauro Kurtz,,RDO,131.25,SBPF,10519
Laval Entrammes,,TWR,119.3,LFOV,10520
LAVERNE MUNI,,CTAF,122.9,O51,10521
Laverton,,CTAF,126.8,YLTN,10522
LAWICA,,TWR,118.22,EPPO,10523
LAWRENCE CO,,CTAF,122.7,9A4,10524
LAWRENCE J TIMMERMAN,,ATIS,128.3,KMWC,10525
LAWRENCE J TIMMERMAN,,UNICOM,122.95,KMWC,10526
LAWRENCE J TIMMERMAN,,TWR,120.5,KMWC,10527
LAWRENCE J TIMMERMAN,,APP/DEP,128.7,KMWC,10528
LAWRENCE MUNI,,ASOS,126.75,KLWM,10529
LAWRENCE MUNI,,CTAF,119.25,KLWM,10530
LAWRENCE MUNI,,Ground,124.3,KLWM,10531
LAWRENCE MUNI,,APP/DEP,124.4,KLWM,10532
LAWRENCE MUNI,,ASOS,121.22,KLWM,10533
LAWRENCE MUNI,,CTAF,123,KLWM,10534
LAWRENCE SMITH MEM,,AWOS,119.97,KLRY,10535
LAWRENCE SMITH MEM,,CNTR,125.55,KLRY,10536
LAWRENCEBURG LAWRENCE CO,,AWOS,120.17,2M2,10537
LAWRENCEVILLE VINCENNES INTL,,CTAF,122.8,KLWV,10538
LAWSON AAF,,Clearance delivery,121.7,KLSF,10539
LAWSON AAF,,TWR,119.05,KLSF,10540
LAWSON AAF,,APP/DEP,126.55,KLSF,10541
LAWTON FORT SILL RGNL,,ATIS,120.75,KLAW,10542
LAWTON FORT SILL RGNL,,UNICOM,122.95,KLAW,10543
LAWTON FORT SILL RGNL,,TWR,119.9,KLAW,10544
Le Cannet,,Ground,121.85,LFMC,10545
Le Cannet,,TWR,123,LFMC,10546
LE GROS MEM,,CTAF,122.9,3R2,10547
Le Havre Octeville,,TWR,135.2,LFOH,10548
Le Lamentin,,ATIS,127.85,TFFF,10549
Le Lamentin,,TWR,118.5,TFFF,10550
Le Lamentin,,APP,129.05,TFFF,10551
LE MAIRE MEM,,CTAF,122.9,2R1,10552
LE MARS MUNI,,CTAF,122.8,KLRJ,10553
Le Palyvestre Navy,,ATIS,129.65,LFTH,10554
Le Palyvestre Navy,,TWR,121,LFTH,10555
Le Palyvestre Navy,,APP,122.1,LFTH,10556
Le Palyvestre Navy,,APP,126.32,LFTH,10557
Le Sequestre,,TWR,118.95,LFCI,10558
Le Sequestre,,APP,129.3,LFCI,10559
LE SUEUR MUNI,,CTAF,122.9,12Y,10560
Le Touquet Paris Plage,,Ground,125.3,LFAT,10561
Le Touquet Paris Plage,,APP,120.27,LFAT,10562
Le Tube AB,,Ground,121.85,LFMI,10563
Le Tube AB,,TWR,122.1,LFMI,10564
Le Tube AB,,APP,123.3,LFMI,10565
Le Versoud,,Ground,121.65,LFLG,10566
Le Versoud,,TWR,121,LFLG,10567
LEA CO RGNL,,ATIS,119.75,KHOB,10568
LEA CO RGNL,,Ground,121.9,KHOB,10569
LEA COUNTY JAL,,CTAF,122.9,E26,10570
LEADERS CLEAR LAKE,,CTAF,122.9,8Y6,10571
LEAF RAPIDS,,CTAF,123.2,CYLR,10572
LEAMINGTON,,CTAF,123.2,CLM2,10573
Learmonth,,CTAF,118.3,YPLM,10574
Learmonth,,APP,120.5,YPLM,10575
LEBANON MUNI,,AWOS,118.32,M54,10576
LEBANON MUNI,,CTAF,122.8,M54,10577
LEBANON MUNI,,ATIS,118.65,M54,10578
LEBANON MUNI,,Ground,121.6,M54,10579
LEBANON MUNI,,APP/DEP,134.7,M54,10580
LEBANON WARREN CO,,AWOS,118.92,I68,10581
JOLIET RGNL,,APP/DEP,119.35,KJOT,10582
JORGE CHAVEZ INTL,,APP,119.7,SPIM,10583
JORHAT,,APP,119.7,VEJT,10584
JOSLIN FLD MAGIC VALLEY RGNL,,CTAF,118.2,KTWF,10585
JUAN MENDOZA,,TWR,118.5,SLOR,10586
JUJUY,,TWR,118.5,SASJ,10587
JULIAN CARROLL,,ASOS,118.37,KJKL,10588
KAGOSHIMA,,APP,119.4,RJFK,10589
Kairuku,,TWR,123.6,RKU,10590
KALAELOA,,CTAF,132.6,PHJR,10591
KALALEH,,AFIS,121.9,OINE,10592
KALAMAZOO BATTLE CREEK INTL,,TWR,118.3,KAZO,10593
Kalmar,,TWR,125.45,ESMQ,10594
KALTAG,,CTAF,122.9,PKAL,10595
KAMINA BASE,,APP,118.1,FZSA,10596
Kamol Farm,,UNICOM,122.77,VTY3,10597
KANANGA,,TWR,118.1,FZUA,10598
Kangerlussuaq,,TWR,118.3,BGSF,10599
KANOYA,,APP,122.15,RJFY,10600
KANSAI INTL,,TWR,118.2,RJBB,10601
KANSAS CITY INTL,,TWR,128.2,KMCI,10602
KAOLIN FLD,,APP/DEP,119.6,KOKZ,10603
Kapal,,AWOS,127.7,KPL,10604
KARDLA,,TWR,130.3,EEKA,10605
KARONGA,,RDO,118.1,FWKA,10606
KARSHI KHANABAD,,TWR,125.17,UTSL,10607
KASTNER AAF,,TWR,122.5,RJTR,10608
Kastrup,,APP,119.8,EKCH,10609
Katanning,,CTAF,126.7,YKNG,10610
KATIMA MULILO,,TWR,125.6,FYKM,10611
Kbely,,TWR,120.87,LKKB,10612
KEE FLD,,CTAF,122.8,I16,10613
Kelowna,,ATIS,127.5,CYLW,10614
Kemi Tornio,,TWR,119.4,EFKE,10615
KENAI MUNI,,CTAF,121.3,PAEN,10616
Kendall Tamiami Executive,,Ground,121.7,KTMB,10617
KENMARE MUNI,,DEP,119.6,7K5,10618
KENNETH COPELAND,,CTAF,123.07,4T2,10619
KENOSHA RGNL,,UNICOM,122.95,KENW,10620
KEY FLD,,CTAF,119.8,KMEI,10621
Key West Intl,,Clearance delivery,121.9,KEYW,10622
KHARK ISLAND,,TWR,122.1,OIBQ,10623
KHORAM ABAD,,TWR,118.35,OICK,10624
KHRABROVO,,Ground,126,UMKK,10625
KIDLINGTON,,Ground,121.95,EGTK,10626
Kiel Holtenau,,TWR,125.1,EDHK,10627
KIMBALL MUNI ROBERT E ARRAJ FLD,,CTAF,122.8,KIBM,10628
KIMBLE CO,,CTAF,122.8,KJCT,10629
KINDU,,TWR,118.1,FZOA,10630
KING ABDULAZIZ AB,,ATIS,117.2,OEDR,10631
KING ABDULAZIZ AB,,TWR,118.2,OEDR,10632
KING COVE,,CTAF,122.9,PKVC,10633
KING SALMON,,CTAF,121.9,PAKN,10634
KINSTON RGNL JETPORT AT STALLINGS FLD,,AWOS,132.75,KISO,10635
Kirkwall,,TWR,118.3,EGPA,10636
KISANGANI SIMISINI,,TWR,118.1,FZIA,10637
Kissimmee Gateway,,CTAF,124.45,KISM,10638
Klagenfurt Woerthersee,,APP,126.82,LOWK,10639
KLEBERG CO,,CTAF,122.7,KIKG,10640
Kobe,,ATIS,128.07,RJBE,10641
KOCHI,,ATIS,126.45,RJOK,10642
KOCHI,,APP,125,RJOK,10643
KOKOMO MUNI,,APP/DEP,121.05,KOKK,10644
Koliganek,,CNTR,132.75,JZZ,10645
KOMATSU,,Ground,121.7,RJNK,10646
Kona Intl At Keahole,,Clearance delivery,121.9,PHKO,10647
KOS,,TWR,121.05,LGKO,10648
Kota Kinabalu Intl,,APP,119.1,WBKK,10649
KOTOKA INTL,,APP,119.5,DGAA,10650
Krabi,,TWR,118.6,VTSG,10651
Kuala Lumpur S Abdul Aziz Shah,,Clearance delivery,126,WMSA,10652
Kubin Village,,CTAF,126.5,YKUB,10653
Kupang El Tari,,APP,122.2,WRKK,10654
KURUMOCH,,APP,118.7,UWWW,10655
Kuusamo,,AFIS,118.65,EFKS,10656
KYRITZ,,TWR,132.65,EDBK,10657
LA JUNTA MUNI,,CTAF,123,KLHX,10658
LA MINA,,TWR,118.5,SKLM,10659
La Paz,,APP,119.5,SLLP,10660
La Rochelle Laleu,,TWR,118,LFBH,10661
La Ronge (Barber Field),,RDO,122.2,CYVC,10662
Laage,,TWR,122.1,ETNL,10663
LABE,,TWR,118.7,GULB,10664
LACKLAND AFB KELLY FLD ANNEX,,DEP,125.7,KSKF,10665
LAFAYETTE RGNL,,APP/DEP,121.1,KLFT,10666
LAJES,,Ground,121.9,LPLA,10667
Lake Co,,CTAF,122.8,KLKV,10668
LAKE HAVASU CITY,,AWOS,119.02,KHII,10669
LAKEFRONT,,Clearance delivery,127.4,KNEW,10670
LAKEVIEW ARPT GRIFFITH FLD,,CTAF,122.8,13C,10671
LAKEWAY AIRPARK,,CTAF,123,3R9,10672
LANAI,,ASOS,118.37,PHNY,10673
LANETT MUNI,,APP/DEP,126.55,7A3,10674
Langebaanweg,,ATIS,117,FALW,10675
Langkawi Intl,,Ground,121.8,WMKL,10676
Langley AFB,,TWR,125,KLFI,10677
LANSING MUNI,,AWOS,119.27,KIGQ,10678
LARISA,,APP,122.1,LGLR,10679
Las Americas Intl,,APP,119.3,MDSD,10680
LAS CRUCES INTL,,AWOS,119.02,KLRU,10681
LAS VEGAS MUNI,,CTAF,122.8,KLVS,10682
Laughlin Bullhead Intl,,CTAF,123.9,KIFP,10683
LAUPHEIM,,TWR,138.75,ETHL,10684
LAURENS COUNTY,,CTAF,122.8,34A,10685
LAURO CARNEIRO DE LOYOLA,,TWR,118,SBJV,10686
LAVAN ISLAND,,TWR,129,OIBV,10687
LAWRENCE MUNI,,Clearance delivery,124.3,KLWM,10688
LAWSON AAF,,ATIS,134.37,KLSF,10689
LE MARS MUNI,,AWOS,125.52,KLRJ,10690
Le Palyvestre Navy,,APP,125.2,LFTH,10691
Le Tube AB,,FSS,127.92,LFMI,10692
Le Tube AB,,APP,120.35,LFMI,10693
LEA CO RGNL,,UNICOM,122.95,KHOB,10694
LEBANON MUNI,,UNICOM,122.95,M54,10695
LEBANON WARREN CO,,Clearance delivery,119.4,I68,10696
LEBANON WARREN CO,,DEP,126.5,I68,10697
LECCE,,TWR,122.1,LIBN,10698
LECCE,,APP,122.1,LIBN,10699
LECHA WALESY,,ATIS,129.62,EPGD,10700
LECHA WALESY,,APP,130.87,EPGD,10701
LECHFELD,,APP,123.3,ETSL,10702
LECHFELD,,APP,138.35,ETSL,10703
LEE C FINE MEM,,AWOS,135.32,KAIZ,10704
LEE C FINE MEM,,APP/DEP,124.1,KAIZ,10705
LEE CO,,CTAF,122.9,0VG,10706
Lee Gilmer Mem,,CTAF,123.07,KGVL,10707
LEE VINING,,CTAF,122.9,O24,10708
LEEDS BRADFORD,,APP,123.75,EGNM,10709
Leeming,,TWR,120.5,EGXE,10710
Leeming,,TWR,122.1,EGXE,10711
Leeming,,APP,127.75,EGXE,10712
LEES SUMMIT MUNI,,ASOS,124.17,KLXT,10713
LEES SUMMIT MUNI,,Clearance delivery,118.45,KLXT,10714
Leesburg Executive,,CTAF,122.97,KJYO,10715
Leesburg Executive,,Clearance delivery,118.55,KJYO,10716
Leesburg Executive,,APP/DEP,126.1,KJYO,10717
Leesburg Rgnl,,CTAF,122.72,KLEE,10718
Leesburg Rgnl,,APP/DEP,121.1,KLEE,10719
Leeuwarden,,TWR,122.1,EHLW,10720
Leeuwarden,,APP,122.1,EHLW,10721
LEGAZPI,,TWR,118.1,RPLP,10722
Lehigh Valley Intl,,ATIS,126.97,KABE,10723
Lehigh Valley Intl,,Clearance delivery,124.05,KABE,10724
Lehigh Valley Intl,,TWR,120.5,KABE,10725
Lehigh Valley Intl,,APP/DEP,119.65,KABE,10726
LEICESTER,,RDO,122.12,EGBG,10727
Leinster,,CTAF,126.5,YLST,10728
Leipzig-Halle,,Ground,121.8,EDDP,10729
Leipzig-Halle,,TWR,121.1,EDDP,10730
LEITE LOPES,,TWR,118,SBRP,10731
LEITE LOPES,,APP,119.55,SBRP,10732
Leitre,,AWOS,127.7,LTF,10733
LEMOORE NAS,,Clearance delivery,124.1,KNLC,10734
LEMOORE NAS,,APP,118.15,KNLC,10735
LEMOORE NAS,,DEP,118.15,KNLC,10736
Lenawee Co,,CTAF,122.8,KADG,10737
LENGPUI,,TWR,122.25,VELP,10738
LENHARDT AIRPARK,,CTAF,122.9,7S9,10739
Leon,,TWR,139.3,WV30,10740
Leongatha,,CTAF,126.7,YLEG,10741
Les Eplatures,,TWR,128.67,LSGC,10742
Les Eplatures,,APP,136.35,LSGC,10743
Les Milles,,TWR,118.1,LFMA,10744
Les Milles,,TWR,122.1,LFMA,10745
Les Milles,,APP,120.2,LFMA,10746
Lester B Pearson Intl,,ATIS,120.82,CYYZ,10747
Lester B Pearson Intl,,Ground,118,CYYZ,10748
Lester B Pearson Intl,,Ground,121.9,CYYZ,10749
Lester B Pearson Intl,,TWR,118.7,CYYZ,10750
Lester B Pearson Intl,,APP,133.4,CYYZ,10751
Lester B Pearson Intl,,APP,125.4,CYYZ,10752
Lester B Pearson Intl,,APP,132.8,CYYZ,10753
Lester B Pearson Intl,,DEP,127.57,CYYZ,10754
LETHBRIDGE,,ATIS,124.4,CYQL,10755
Lethbridge,,CTAF,126.7,CYQL,10756
Leuchars,,Ground,122.1,EGQL,10757
Leuchars,,APP,123.3,EGQL,10758
LEVALDIGI,,TWR,119.55,LIMZ,10759
Lewis University,,AWOS,118.52,KLOT,10760
KANDAHAR,,APP,123.7,OAKN,10761
KANEOHE BAY MCAF,,TWR,120.7,PHNG,10762
KAOHSIUNG INTL,,APP,125.7,RCKH,10763
KAPADOKYA,,APP,119.6,LTAZ,10764
KARIBA INTL,,TWR,125.3,FVKB,10765
Karlsruhe Baden Baden,,TWR,125.87,EDSB,10766
KARMOY,,TWR,120.5,ENHD,10767
Kastrup,,Ground,121.72,EKCH,10768
Kathmandu Tribhuvan Intl,,TWR,118.5,VNKT,10769
KATSINA,,TWR,125,DN57,10770
Kauhava,,APP,128.15,EFKA,10771
KAZAN,,APP,119.4,UWKD,10772
KEESLER AFB,,Clearance delivery,121.8,KBIX,10773
KEFLAVIK NAS,,Ground,121.9,BIKF,10774
KELLY AIRPARK,,UNICOM,123.05,CO15,10775
KEMEROVO,,TWR,118.3,UNEE,10776
KEMMERER MUNI,,CTAF,122.8,KEMM,10777
KEN JERNSTEDT,,CTAF,122.8,4S2,10778
KENDALLVILLE MUNI,,APP/DEP,127.2,C62,10779
KERMAN,,ATIS,127.25,OIKK,10780
KERRVILLE MUNI LOUIS SCHREINER FLD,,Clearance delivery,134.95,KERV,10781
Key West NAS,,Ground,121.7,KNQX,10782
Khania Souda,,TWR,122.1,LGSA,10783
KHOMUTOVO,,TWR,120.6,UHSS,10784
KIGALI INTL,,APP,124.3,HRYR,10785
KING ABDULLAH BIN ABDULAZIZ,,Ground,121.9,OEGN,10786
KING FAHD INTL,,APP,126.1,OEDF,10787
KING KHALED AB,,Ground,127.7,OEKM,10788
KIRKUK AB,,Ground,127.37,ORKK,10789
KIRSCH MUNI,,Clearance delivery,133.55,KIRS,10790
Klamath Falls,,CTAF,118.2,KLMT,10791
KLEINE BROGEL,,TWR,122.1,EBBL,10792
Kluang,,APP,122.4,WMAP,10793
KNEVICHI,,Ground,121.7,UHWW,10794
KNOX CO RGNL,,AWOS,119.02,KRKD,10795
Knoxville Downtown Island,,APP/DEP,123.9,KDKX,10796
KODIAK,,ATIS,135.5,PADQ,10797
KOKSIJDE,,TWR,122.1,EBFN,10798
KOLHAPUR,,TWR,126.9,VAKP,10799
KOLWEZI,,RDO,118.7,FZQM,10800
Koolyanobbing,,CTAF/UNICOM,126.7,YKBG,10801
KOSICE,,TWR,120.4,LZKZ,10802
KOTAKOLI,,RDO,118.1,FZFP,10803
Kristianstad,,TWR,129.35,ESMK,10804
Kruger Mpumalanga Intl,,APP,119.2,FAKN,10805
Kuala Lumpur Intl - Sepang,,ATIS,126.45,WMKK,10806
Kuala Lumpur Simpang,,TWR,127.8,WMKF,10807
Kuantan Aero,,APP,118.1,WMKD,10808
Kugururok River,,AWOS,127.7,KUW,10809
KUMAMOTO,,APP,118.9,RJFT,10810
KUNSAN AB,,ATIS,120.22,RKJK,10811
Kuopio,,TWR,120.15,EFKU,10812
KUWAIT INTL,,APP,121.3,OKBK,10813
L herm,,CTAF/UNICOM,123.2,LFBR,10814
L O SIMENSTAD MUNI,,AWOS,119.92,KOEO,10815
LA BELLE MUNI,,CTAF,122.8,X14,10816
LA CHINITA INTL,,Ground,121.9,SVMC,10817
LA GRANDE RIVIERE,,MF,122.3,CYGL,10818
La Havane Jose Marti Intl,,TWR,118.1,MUHA,10819
La Mesa Intl,,Ground,121.9,MHLM,10820
La Palma,,TWR,118.9,GCLA,10821
LA PORTE MUNI,,APP/DEP,132.05,T41,10822
La Romana Casa De Campo Intl,,APP,119.3,MDLR,10823
La Valette Luqa,,TWR,135.1,LMML,10824
Labuan,,TWR,118.1,WBKL,10825
LAC QUI PARLE CO,,CTAF,122.8,KDXX,10826
Laconia Muni,,CTAF,123,KLCI,10827
LADD AAF,,APP,126.5,PAFB,10828
LAGES,,RDO,132.15,SBLJ,10829
LAGO VISTA TX RUSTY ALLEN,,APP/DEP,119,5R3,10830
LAGRANGE CALLAWAY,,Clearance delivery,119.25,KLGC,10831
LAISHAN,,TWR,118.1,ZSYT,10832
Lake Charles Rgnl,,APP/DEP,119.35,KLCH,10833
LAKE CITY MUNI C J EVANS FLD,,APP/DEP,135.25,51J,10834
LAKE IN THE HILLS,,APP/DEP,120.55,3CK,10835
Lakeland Noble F Lee Mem Fld,,AWOS,121.12,KARV,10836
LAKIN,,CTAF,122.9,36K,10837
LAMAR MUNI,,CTAF,122.8,KLAA,10838
Lambert St Louis Intl,,APP,132.12,KSTL,10839
Lampang,,TWR,122.3,VTCL,10840
Lamphun,,APP,129.6,VTCO,10841
Lancaster,,TWR,120.9,KLNS,10842
Landivisiau,,TWR,119.7,LFRJ,10843
LANGNES,,APP,123.75,ENTC,10844
Larnaca,,APP,121.2,LCLK,10845
Laughlin AFB,,APP,119.6,KDLF,10846
Launceston,,ATIS,112.6,YMLT,10847
LAURENCE G HANSCOM FLD,,ATIS,124.6,KBED,10848
LAWRENCE MUNI,,Clearance delivery,121.82,KLWM,10849
Le Cannet,,ATIS,128.65,LFMC,10850
Learmonth,,TWR,118.3,YPLM,10851
LEBANON MUNI,,APP/DEP,128.45,M54,10852
LECHFELD,,TWR,135.15,ETSL,10853
LEDGEDALE AIRPARK,,APP/DEP,123.7,7G0,10854
Lee Gilmer Mem,,APP/DEP,134.8,KGVL,10855
LEEDS BRADFORD,,TWR,120.3,EGNM,10856
Leesburg Executive,,AWOS,125.22,KJYO,10857
LEESVILLE,,APP/DEP,123.7,L39,10858
Legune Stn,,CTAF,126.7,YLGU,10859
Leigh Creek,,CTAF,126.7,YLEC,10860
LEMHI CO,,CTAF,122.8,KSMN,10861
LEMOORE NAS,,TWR,128.3,KNLC,10862
Les Pujols,,APP,125.17,LFDJ,10863
Lese,,AWOS,127.7,LNG,10864
Lester B Pearson Intl,,Ground,121.65,CYYZ,10865
Lewis University,,CTAF,122.8,KLOT,10866
Lewiston Nez Perce Co,,ASOS,135.57,KLWS,10867
Lewiston Nez Perce Co,,UNICOM,122.95,KLWS,10868
Lewiston Nez Perce Co,,TWR,119.4,KLWS,10869
Lewistown Muni,,ASOS,118.37,KLWT,10870
Lewistown Muni,,CTAF,123,KLWT,10871
LEXINGTON,,AWOS,134.47,9S9,10872
Lexington Blue Grass,,ATIS,126.3,KLEX,10873
Lexington Blue Grass,,Clearance delivery,132.35,KLEX,10874
Lexington Blue Grass,,TWR,119.1,KLEX,10875
Lexington Blue Grass,,APP/DEP,120.75,KLEX,10876
LEXINGTON COUNTY AT PELION,,APP/DEP,124.15,6J0,10877
Lezignan-Corbieres,,FSS,121.2,LFMZ,10878
Lhok Sukon,,TWR,130.45,WITL,10879
LIANGJIANG,,Ground,121.65,ZGKL,10880
LIBBY,,CTAF,122.8,S59,10881
Liberal Muni,,AWOS,118.37,KLBL,10882
LIBERTY CO,,CTAF,122.9,2J2,10883
LIBERTY CO,,CTAF,122.8,2J2,10884
LICENCIADO ADOLFO LOPEZ MATEOS INTL,,ATIS,127.8,MMTO,10885
LICENCIADO ADOLFO LOPEZ MATEOS INTL,,APP,128.9,MMTO,10886
Licenciado Benito Juarez Intl,,Clearance delivery,122.1,MMMX,10887
Licenciado Benito Juarez Intl,,TWR,118.7,MMMX,10888
LICENCIADO GUSTAVO DIAZ ORDAZ INTL,,ATIS,127.5,MMPR,10889
LICENCIADO GUSTAVO DIAZ ORDAZ INTL,,APP,119,MMPR,10890
LICENCIADO MANUEL CRESCENCIO REJON INT,,APP,118.3,MMMD,10891
Liege,,ATIS,126.25,EBLG,10892
Liege,,Ground,121.92,EBLG,10893
Liege,,APP,122.5,EBLG,10894
LIEPAJA INTL,,APP,129.4,EVLA,10895
LIFOU,,TWR,125.1,NWWL,10896
LIFOU,,APP,119.7,NWWL,10897
Lightning Ridge,,CTAF,126.7,YLRD,10898
Lihir Island,,AWOS,127.7,LNV,10899
LIHUE,,CTAF,118.9,PHLI,10900
LIHUE,,TWR,118.9,PHLI,10901
LIMA ALLEN CO,,CTAF,122.7,KAOH,10902
LIMBANG,,Ground,121.95,WBGJ,10903
LIMBANG,,TWR,124.3,WBGJ,10904
LIME ACRES FINSCH MINE,,RDO,123.5,FALC,10905
LIMINGTON HARMON,,CTAF,122.7,63B,10906
Limnos,,APP,128.5,LGLM,10907
Limoges Bellegarde,,APP,119.2,LFBL,10908
LIMON MUNI,,CTAF,122.9,KLIC,10909
LINCOLN,,CTAF,122.9,S69,10910
LINCOLN,,ATIS,118.05,S69,10911
LINCOLN,,UNICOM,122.95,S69,10912
LINCOLN,,Ground,121.9,S69,10913
LINCOLN,,TWR,125.7,S69,10914
LINCOLN,,APP/DEP,124,S69,10915
LINCOLN COUNTY,,CTAF,122.8,1L1,10916
LINCOLN RGNL,,CTAF,122.8,KLRG,10917
LINCOLN RGNL KARL HARDER FLD,,APP/DEP,125.4,KLHM,10918
LINCOLNTON LINCOLN CO RGNL,,CTAF,123.05,KIPJ,10919
LINCOLNTON LINCOLN CO RGNL,,APP/DEP,134.75,KIPJ,10920
LIND,,CTAF,122.9,0S0,10921
LINDEN,,CTAF,123,SYLD,10922
LINDEN,,APP,135.35,SYLD,10923
Lindsay,,CTAF,122.8,PN25,10924
Linkoping Malmen,,Ground,121.85,ESCF,10925
Linkoping Malmen,,TWR,129.8,ESCF,10926
Linkoping Malmen,,APP,132.95,ESCF,10927
Linkoping Saab,,TWR,118.8,ESSL,10928
Linkoping Saab,,TWR,123.4,ESSL,10929
Linkoping Saab,,TWR,133.1,ESSL,10930
LINS,,RDO,130,SBLN,10931
LINTON MUNI,,CTAF,122.9,7L2,10932
Linton On Ouse,,Ground,122.1,EGXU,10933
Linton On Ouse,,TWR,118.55,EGXU,10934
Kelowna,,TWR,119.6,CYLW,10935
KENAI MUNI,,TWR,121.3,PAEN,10936
Kendall Tamiami Executive,,APP/DEP,125.5,KTMB,10937
KENOSHA RGNL,,Ground,121.87,KENW,10938
KENT STATE UNIVERSITY,,CTAF,122.72,1G3,10939
Kerang,,CTAF,126.7,YKER,10940
KEY FLD,,Ground,121.9,KMEI,10941
Key West Intl,,TWR,118.2,KEYW,10942
KHUDZHAND,,APP,124.8,UTDL,10943
KIDLINGTON,,APP,125.32,EGTK,10944
Killarney,,CTAF,126.7,YKLE,10945
Kincardine,,CTAF,122.8,NS7,10946
KING ABDULAZIZ AB,,APP,124.65,OEDR,10947
KING KHALED MILITARY CITY,,ATIS,127.6,OEKK,10948
KING SALMON,,TWR,118.3,PAKN,10949
KINGMAN ARPT CLYDE CESSNA FLD,,APP/DEP,125.5,9K8,10950
KINGS LAND O LAKES,,AWOS,119.52,KLNL,10951
KINLOSS,,APP,123.3,EGQK,10952
KINSTON RGNL JETPORT AT STALLINGS FLD,,UNICOM,122.95,KISO,10953
Kissimmee Gateway,,Clearance delivery,119.95,KISM,10954
KITADAITO,,TWR,126.2,RORK,10955
Kiunga,,AWOS,127.7,UNG,10956
KLEBERG CO,,DEP,119.9,KIKG,10957
KNOX CO,,AWOS,118.42,4I3,10958
Kobe,,APP,125.3,RJBE,10959
KOCHI,,DEP,125,RJOK,10960
KOGGALA,,TWR,118.1,VCCK,10961
KOMATSU,,TWR,126.2,RJNK,10962
KORHOGO,,AFIS,118.6,DIKO,10963
KOS,,APP,119.95,LGKO,10964
KOTA,,TWR,119,VIKO,10965
KRZESINY,,TWR,128.5,EPKS,10966
Kuala Lumpur S Abdul Aziz Shah,,TWR,118.2,WMSA,10967
Kuala Terengganu Sultan Mahmud,,Ground,121.6,WMKN,10968
Kuching Intl,,TWR,118.1,WBGG,10969
KUMAMOTO,,ATIS,128.8,RJFT,10970
KURSK,,Ground,120.6,UUOK,10971
