AirportName,RadioId,RadioName,RadioFrequency,Designator,Id
CATAMARCA,,TWR,118.15,SANC,3138
Cataratas Intl,,TWR,118.8,SBFI,3139
CECIL CO,,APP/DEP,118.35,58M,3140
Ceduna,,CTAF/UNICOM,122.4,YCDU,3141
CENTRAL NEBRASKA RGNL,,Ground,121.9,KGRI,3142
CERVIA,,TWR,122.1,LIPC,3143
CHALLIS,,CTAF,122.8,KLLJ,3144
CHAMBERS CO,,CTAF,122.9,T00,3145
CHANGBEI INTL,,TWR,118.65,ZSCN,3146
CHANGLE,,APP,119.45,ZSFZ,3147
CHAPLEAU,,CTAF,122.8,CYLD,3148
CHARLES R JOHNSON,,CTAF,122.9,T05,3149
Charleston AFB Intl,,Ground,121.9,KCHS,3150
CHARLESTON MUNI,,CTAF,122.9,09M,3151
Chatham Islands,,CTAF,118.1,NZCI,3152
CHENNAULT INTL,,APP/DEP,119.8,KCWF,3153
CHERAW MUNI LYNCH BELLINGER FLD,,APP/DEP,118.6,KCQW,3154
CHERNIVTSI INTL,,TWR,121.3,UKLN,3155
CHERRY CAPITAL,,CTAF,124.2,KTVC,3156
Cherry Point MCAS,,TWR,121.3,KNKT,3157
CHESTER CO G O CARLSON,,AWOS,126.25,40N,3158
CHEVERY,,CTAF,123.5,CYHR,3159
CHEYENNE RGNL JERRY OLSON FLD,,CTAF,118.7,KCYS,3160
CHICAGO OHARE INTL,,DEP,125,KORD,3161
CHICO MUNI,,Ground,121.9,KCIC,3162
CHINA BAY,,TWR,126.2,VCCT,3163
CHING CHUAN KANG AB,,TWR,120.25,RCMQ,3164
CHITOSE,,TWR,118.2,RJCJ,3165
Cholet Le Pontreau,,APP,130.27,LFOU,3166
Christchurch Intl,,APP,124.1,NZCH,3167
CHUBU CENTRAIR INTL,,Clearance delivery,126.2,RJGG,3168
CHULMAN,,TWR,118.3,UELL,3169
CIAMPINO,,APP,119.2,LIRA,3170
CIGLI,,APP,132.9,LTBL,3171
CINCINNATI BLUE ASH,,APP/DEP,121,KISZ,3172
Cincinnati Northern Kentucky Intl,,UNICOM,122.95,KCVG,3173
CLAREMONT MUNI,,CTAF,122.7,KCNH,3174
CLARK INTL,,APP,119.2,RPLC,3175
CLAY COUNTY RGNL,,CTAF,122.7,KGPH,3176
CLEBURNE MUNI,,CTAF,122.8,KCPT,3177
CLERMONT CO,,APP/DEP,121,I69,3178
CLEVELAND MUNI,,APP/DEP,119.7,95F,3179
Clintonville Muni,,APP/DEP,126.3,KCLI,3180
CLOQUET CARLTON CO,,CTAF,122.8,KCOQ,3181
CLOVIS MUNI,,APP,125.5,KCVN,3182
COIMBATORE,,TWR,122.3,VOCB,3183
COLD LAKE,,Ground,121.9,CYOD,3184
COLDFOOT,,CTAF,122.9,PCXF,3185
Coleman AAF,,TWR,122.1,ETOR,3186
Collingwood,,CTAF,122.85,NY3,3187
COLOMBO RATMALANA,,APP,119.1,VCCC,3188
Columbia Rgnl,,ATIS,128.45,KCOU,3189
COLUMBUS CO MUNI,,CTAF,122.8,KCPC,3190
Comandante Gustavo Kraemer,,RDO,125.85,SBBG,3191
Comox,,DEP,123.7,CYQQ,3192
CONINGTON,,RDO,129.72,EGSF,3193
Conway Horry Co,,CTAF,122.7,KHYW,3194
COOK MUNI,,AWOS,118.17,KCQM,3195
CORONEL FRANCISCO SECADA VIGNETTA INTL,,APP,124.1,SPQT,3196
CORPUS CHRISTI INTL,,UNICOM,122.95,KCRP,3197
CORPUS CHRISTI NAS,,APP,120.9,KNGP,3198
CORRY LAWRENCE,,CTAF,122.8,8G2,3199
Costin St Joe,,CTAF,122.9,A51,3200
COTTAGE GROVE STATE,,CTAF,122.8,61S,3201
Cottesmore,,DEP,130.2,EGXJ,3202
COUNTRY SQUIRE AIRPARK,,CTAF,122.9,S48,3203
COVINGTON MUNI,,Clearance delivery,119.87,M04,3204
Craig Muni,,Ground,121.8,KCRG,3205
Cranwell,,TWR,125.05,EGYD,3206
Craven Co Rgnl,,TWR,124.25,KEWN,3207
CRAWFORDSVILLE MUNI,,CTAF,122.8,KCFJ,3208
Creil Senlis,,TWR,119.7,LFPC,3209
Creve Coeur,,CTAF,122.8,1H0,3210
CRUZEIRO DO SUL,,AFIS,125.7,SBCZ,3211
CULIACAN INTL,,APP,119.75,MMCL,3212
CUSTER,,AWOS,119.07,KTTF,3213
Cyril E King,,APP,118.8,TIST,3214
DAEGU AB,,TWR,126.2,RKTN,3215
Dakar Leopold Sedar Senghor Intl,,TWR,118.1,GOOY,3216
DAKOVICA,,TWR,128.6,LY90,3217
DALANZADGAD,,APP,128,ZMDZ,3218
Dallas Fort Worth Intl,,APP,119.87,KDFW,3219
DARE CO RGNL,,APP/DEP,124.72,KMQI,3220
Darwin Intl,,ATIS,112.6,YPDN,3221
David Wayne Hooks Mem,,ATIS,124.95,KDWH,3222
DAVIS MONTHAN AFB,,Clearance delivery,121.8,KDMA,3223
DAVISON AAF,,DEP,118.1,KDAA,3224
DAWSON MUNI,,APP/DEP,125.75,16J,3225
DAYTON VALLEY AIRPARK,,CTAF,122.9,A34,3226
DE KALB TAYLOR MUNI,,AWOS,119.07,KDKB,3227
DEAN GRIFFIN MEM,,CTAF,122.8,M24,3228
DEBERT,,CTAF,123,CCQ3,3229
DECIMOMANNU,,TWR,122.1,LIED,3230
DEL NORTE INTL,,APP,119.75,MMAN,3231
Deland Muni Sidney H Taylor Fld,,CTAF,123.07,KDED,3232
DELTA CO,,AWOS,121.42,KESC,3233
Delta Muni,,AWOS,127.75,KDTA,3234
DENVER INTL,,DEP,126.1,KDEN,3235
Detroit Metro Wayne Co,,APP,124.05,KDTW,3236
DEZFUL,,APP,131.4,OIAD,3237
DIEGO GARCIA NSF,,APP,118.4,FJDG,3238
Dijon Longvic  AB,,Ground,122.1,LFSD,3239
Dinard Pleurtuit Saint Malo,,TWR,120.15,LFRD,3240
DIYARBAKIR,,TWR,122.1,LTCC,3241
DNIPROPETROVSK INTL,,TWR,118.6,UKDD,3242
Dodge Co,,APP/DEP,119.15,KUNU,3243
DONALSONVILLE MUNI,,ASOS,133.52,17J,3244
Donegal,,ATIS,129.92,EIDL,3245
DOOR CO CHERRYLAND,,CTAF,122.7,KSUE,3246
DOROTHY SCOTT,,CTAF,122.9,0S7,3247
Dorunda,,CTAF,126.7,YDOR,3248
Dothan Rgnl,,CTAF,118.4,KDHN,3249
Dover AFB,,Clearance delivery,125.55,KDOV,3250
DOWNSVIEW,,MF,126.2,CYZD,3251
DR AMBEDKAR INTL,,TWR,118.1,VANP,3252
DRAUGHON MILLER CENTRAL TEXAS RGNL,,AWOS,134.97,KTPL,3253
Dresden,,Ground,121.9,GA79,3254
Dublin,,APP,119.55,EIDW,3255
DUBROVNIK,,TWR,118.5,LDDU,3256
DULUTH INTL,,UNICOM,122.95,KDLH,3257
Dunedin,,TWR,122.4,NZDN,3258
DUNNELLON MARION CO PARK OF COMMERCE,,CTAF,122.8,X35,3259
DUPONT LAPEER,,APP/DEP,128.55,D95,3260
Durban Intl,,APP,119.1,FADN,3261
DYESS AAF,,APP,126.2,PKRO,3262
Eagle Creek Airpark,,ASOS,121.57,KEYE,3263
EAGLE GROVE MUNI,,CTAF,122.8,KEAG,3264
EAR FALLS,,CTAF,122.8,CYMY,3265
EAST TEXAS RGNL,,CTAF,119.2,KGGG,3266
EASTERN SLOPES RGNL,,APP/DEP,125.5,KIZG,3267
EASTERWOOD FLD,,CTAF,118.5,KCLL,3268
EASTPORT MUNI,,CTAF,122.8,KEPM,3269
EDGAR CO,,APP/DEP,118.3,KPRG,3270
EDMONTON VILLENEUVE,,CTAF,120,CZVL,3271
EDWARD F KNAPP STATE,,ASOS,132.67,KMPV,3272
EGEGIK,,CTAF,122.8,PAII,3273
EIELSON AFB,,APP,126.5,PAEI,3274
Eindhoven,,APP,122.1,EHEH,3275
Brussels Airport,,Ground,121.7,EBBR,3276
Brussels South - Charleroi,,APP,133.12,EBCI,3277
BRYANT AHP,,APP/DEP,118.6,PAFR,3278
Bucarest Otopeni Intl,,APP,120.6,LROP,3279
BUCHANAN FLD,,Ground,121.9,KCCR,3280
BUCKEBURG,,APP,131.32,ETHB,3281
BUFFALO MUNI,,CTAF,122.9,H17,3282
Buffalo Niagara Intl,,TWR,120.5,KBUF,3283
BUHL MUNI,,CTAF,122.9,U03,3284
BUKAVU KAVUMU,,TWR,118.9,FZMA,3285
Burgas,,TWR,118,LBBG,3286
Burke Lakefront,,APP/DEP,125.35,KBKL,3287
BUTLER CO K W SCHOLTER FLD,,APP/DEP,124.75,KBTP,3288
BUTTS AAF,,APP/DEP,124,KFCS,3289
CABO SAN LUCAS,,UNICOM,122.8,MM15,3290
Cadney Homestead,,CTAF,126.7,YCDH,3291
CAIRNS AAF,,ATIS,111.2,KOZR,3292
Cairns Intl,,Ground,121.7,YBCS,3293
Calais Dunkerque,,ATIS,135.45,LFAC,3294
CALGARY INTL,,Ground,121.9,CYYC,3295
CALVIN CAMPBELL MUNI,,CTAF,122.9,Y65,3296
CAMBRIDGE,,APP,124.97,EGSC,3297
CAMDEN CO,,CTAF,123,19N,3298
CAMERI,,TWR,122.1,LIMN,3299
CAMILO DAZA,,TWR,118.1,SKCC,3300
CAMP GUERNSEY,,CTAF,122.7,7V6,3301
Camp Pendleton MCAS,,APP/DEP,127.3,KNFG,3302
CAMPBELL CO,,CTAF,122.8,KJAU,3303
Campo Dell Oro,,ATIS,126.92,LFKJ,3304
CAMPO FONTENELLE,,APP,120.1,SBYS,3305
CANADIAN ROCKIES INTL,,MF,122.3,CYXC,3306
CANAKKALE,,APP,122.1,LTBH,3307
Canberra,,TWR,125.9,YSCB,3308
Candillargues,,CTAF/UNICOM,120.6,LFNG,3309
Canoas,,APP,128.9,SBCO,3310
CAP D OMAR DARIO GERARDI,,Ground,121.9,SACA,3311
CAPITAL CITY,,APP/DEP,118.25,KCXY,3312
CAPITAL CITY,,ASOS,119.27,KCXY,3313
CAPITAL INTL,,APP,119.7,ZBAA,3314
CAPITAN CORBETA C A CURBELO INTL,,TWR,122.1,SULS,3315
CARDIFF,,APP,125.85,EGFF,3316
CARL R KELLER FLD,,APP/DEP,126.35,KPCW,3317
CARLISLE,,APP/DEP,124.1,EGNC,3318
CARTERSVILLE,,APP/DEP,121,KVPC,3319
CASHEN,,UNICOM,122.8,38CA,3320
CATAMARCA,,TWR,118.1,SANC,3321
Cayman Brac Gerrard Smith Intl,,APP,120.2,MWCB,3322
CECIL CO,,CTAF,122.8,58M,3323
Ceduna,,CTAF/UNICOM,122.1,YCDU,3324
CENTRAL NEBRASKA RGNL,,Clearance delivery,121.9,KGRI,3325
CHAH BAHAR,,APP,134.1,OIZC,3326
CHALLIS,,ASOS,119.27,KLLJ,3327
CHANDLER MUNI,,APP/DEP,123.7,KCHD,3328
CHANGBEI INTL,,Ground,121.7,ZSCN,3329
CHANGLE,,TWR,124.35,ZSFZ,3330
Charleston AFB Intl,,Clearance delivery,127.32,KCHS,3331
CHARLEVOIX MUNI,,CTAF,122.8,KCVX,3332
Charlton,,CTAF,126.7,YCHL,3333
CHASE CITY MUNI,,CTAF,122.9,KCXE,3334
CHENNAULT INTL,,TWR,124.2,KCWF,3335
CHERAW MUNI LYNCH BELLINGER FLD,,CTAF,122.8,KCQW,3336
CHERRY CAPITAL,,ATIS,119.17,KTVC,3337
Cherry Point MCAS,,Ground,128.62,KNKT,3338
CHEVERY,,AWOS,122.55,CYHR,3339
CHEYENNE RGNL JERRY OLSON FLD,,ATIS,134.42,KCYS,3340
CHICAGO OHARE INTL,,APP,124.7,KORD,3341
CHICHEN  ITZA INTL,,TWR,118.9,MMCT,3342
CHICO MUNI,,UNICOM,122.95,KCIC,3343
CHILDRESS MUNI,,CTAF,122.8,KCDS,3344
Chillagoe,,CTAF,126.7,YCGO,3345
CHING CHUAN KANG AB,,TWR,118.75,RCMQ,3346
CHITOSE,,Ground,121.7,RJCJ,3347
Chivenor,,RDO,130.2,EGDC,3348
Christchurch Intl,,APP,120.9,NZCH,3349
Christmas Valley,,CTAF,122.8,62S,3350
CHUBU CENTRAIR INTL,,Clearance delivery,121.85,RJGG,3351
CIAMPINO,,APP,119.2,LIRA,3352
CIGLI,,APP,129.3,LTBL,3353
CINCINNATI BLUE ASH,,Clearance delivery,124.9,KISZ,3354
Cincinnati Northern Kentucky Intl,,ATIS,135.3,KCVG,3355
CIRCLE TOWN CO,,CTAF,122.8,4U6,3356
CLARK INTL,,TWR,124.3,RPLC,3357
CLEARWATER,,CTAF,123.2,CDJ4,3358
CLEBURNE MUNI,,AWOS,119.52,KCPT,3359
CLERMONT CO,,Clearance delivery,124.9,I69,3360
CLEVELAND MUNI,,CTAF,123,95F,3361
Clifton,,CTAF,126.7,YCFN,3362
Clintonville Muni,,CTAF,122.8,KCLI,3363
CLOQUET CARLTON CO,,AWOS,118.52,KCOQ,3364
CLOVIS MUNI,,Clearance delivery,119,KCVN,3365
Cobar,,CTAF,126.7,YCBA,3366
COLD LAKE,,Clearance delivery,120.6,CYOD,3367
COLERNE,,APP,120.07,EGUO,3368
COLOMBO RATMALANA,,TWR,118.4,VCCC,3369
COLORADO CITY,,CTAF,122.9,T88,3370
COLORADO SPRINGS EAST,,CTAF,122.9,A50,3371
COLUMBUS CO MUNI,,AWOS,118.37,KCPC,3372
COLUMBUS METROPOLITAN,,APP/DEP,126.55,KCSG,3373
COLUMBUS MUNI,,CTAF,123.05,KBAK,3374
COMODORO RIVADAVIA,,APP,124.3,SAVC,3375
Comox,,APP,134.1,CYQQ,3376
CONCHAS LAKE,,CTAF,122.9,E89,3377
COOPERSTOWN MUNI,,CTAF,122.9,S32,3378
COPIAH CO,,CTAF,122.9,M11,3379
CORAL CREEK,,CTAF,130.65,FA54,3380
CORONEL FRANCISCO SECADA VIGNETTA INTL,,TWR,118.5,SPQT,3381
CORPUS CHRISTI INTL,,ATIS,126.8,KCRP,3382
CORPUS CHRISTI NAS,,TWR,134.85,KNGP,3383
CORTEZ MUNI,,CTAF,122.8,KCEZ,3384
Cottesmore,,APP,130.2,EGXJ,3385
COVINGTON MUNI,,CTAF,123,M04,3386
Cowell,,CTAF/UNICOM,125.9,YCWL,3387
Craig Muni,,Clearance delivery,118.35,KCRG,3388
Cranwell,,ATIS,135.67,EGYD,3389
Craven Co Rgnl,,Ground,121.7,KEWN,3390
Creil Senlis,,Ground,122.1,LFPC,3391
CRYSTAL,,UNICOM,123,KMIC,3392
CULIACAN INTL,,TWR,118.5,MMCL,3393
Curtin,,TWR,118.3,YCIN,3394
CYNTHIANA HARRISON CO,,CTAF,122.8,0I8,3395
Cyril E King,,CNTR,128.65,TIST,3396
DAEGU AB,,Ground,118.2,RKTN,3397
DAKOVICA,,TWR,122.1,LY90,3398
Dallas Fort Worth Intl,,TWR,134.9,KDFW,3399
DAMASCUS INTL,,APP,121.3,OSDI,3400
DARE CO RGNL,,CTAF,122.8,KMQI,3401
DAUPHIN BARKER,,RDO,122.3,CYDN,3402
DAVID CITY MUNI,,CTAF,122.9,93Y,3403
Davidson Co,,APP/DEP,118.5,KEXX,3404
DAVIESS CO,,APP/DEP,125.6,KDCY,3405
DAVISON AAF,,APP,119.85,KDAA,3406
DAWSON MUNI,,CTAF,122.8,16J,3407
Daytona Beach Intl,,DEP,123.9,KDAB,3408
DEASE LAKE,,CTAF,123.2,CYDL,3409
DECATUR CO INDUSTRIAL AIRPARK,,APP/DEP,128.7,KBGE,3410
Deelen,,APP,123.57,EHDL,3411
DEER CREEK RANCH,,CTAF,122.9,CA60,3412
DEER PARK,,APP/DEP,123.75,KDEW,3413
DEFUNIAK SPRINGS,,CTAF,122.8,54J,3414
Dekalb Peachtree,,APP/DEP,126.97,KPDK,3415
DEL NORTE INTL,,TWR,118.6,MMAN,3416
Deland Muni Sidney H Taylor Fld,,AWOS,119.57,KDED,3417
DELORAINE,,CTAF,122.8,CJJ4,3418
Denmark,,CTAF,126.7,YDEK,3419
DENVER INTL,,APP,120.35,KDEN,3420
Detroit Metro Wayne Co,,APP,118.57,KDTW,3421
DEVESELU,,DEP,130,LR81,3422
DEXTER B FLORENCE MEM FLD,,CNTR,128.47,M89,3423
DEZFUL,,APP,123.6,OIAD,3424
DICKSON MUNI,,CTAF,122.8,M02,3425
DIEGO GARCIA NSF,,APP,134.1,FJDG,3426
Dinard Pleurtuit Saint Malo,,ATIS,124.57,LFRD,3427
DINWIDDIE CO,,DEP,134.7,KPTB,3428
DIXIE VALLEY,,CTAF,122.9,NV30,3429
DIYARBAKIR,,TWR,118.1,LTCC,3430
DNIPROPETROVSK INTL,,Ground,121.8,UKDD,3431
Dodge Co,,CTAF,122.7,KUNU,3432
DOGWOOD AIRPARK,,CTAF,122.7,VA42,3433
Du Page,,TWR,124.5,KDPA,3434
DUBAI INTL,,TWR,118.75,OMDB,3435
DUBUQUE RGNL,,ATIS,127.25,KDBQ,3436
DUBUQUE RGNL,,UNICOM,122.95,KDBQ,3437
Duesseldorf,,TWR,118.3,EDDL,3438
DUMAGUETE,,TWR,123.5,RPVD,3439
DUNDIGUL,,TWR,119.1,VODG,3440
DUNNVILLE,,CTAF/UNICOM,123.2,CDU9,3441
DUSHANBE,,TWR,119.2,UTDD,3442
DUTCHESS CO,,ATIS,126.75,KPOU,3443
DYESS AFB,,APP/DEP,125,KDYS,3444
East Sale (Military),,CTAF,118.3,YMES,3445
EAST TEXAS RGNL,,Ground,121.6,KGGG,3446
East Troy Muni,,CTAF,123,57C,3447
EASTERN OREGON RGNL AT PENDLETON,,CTAF,119.7,KPDT,3448
A P HILL AAF,,APP/DEP,134.7,KAPH,3449
AARS,,APP,123.97,EKVH,3450
Abbotsford,,TWR,119.4,CYXX,3451
Adelaide Edinburgh,,APP,128.6,YPED,3452
Adelaide Intl,,APP,128.6,YPAD,3453
ADNAN MENDERES,,Ground,121.9,LTBJ,3454
Afonso Pena,,TWR,118.55,SBCT,3455
Agen la Garenne,,APP,123.85,LFBA,3456
AGRO WEST,,CTAF,122.9,5CA7,3457
AHWAZ,,TWR,122.7,OIAW,3458
AKHISAR,,APP,120.1,LTBT,3459
AKINCI,,TWR,122.1,LTAE,3460
AKRON CANTON RGNL,,APP/DEP,126.4,KCAK,3461
AL JOUF,,CTAF,122.8,OESK,3462
AL UDEID AB,,TWR,125.5,OTBH,3463
Albany,,CTAF/UNICOM,119.6,WI50,3464
ALBANY MUNI,,CTAF,122.9,T23,3465
Albuquerque Double Eagle II,,APP/DEP,127.4,KAEG,3466
ALEXANDRIA INTL,,Clearance delivery,121.9,HEAX,3467
ALFONSO BONILLA ARAGON INTL,,TWR,118.1,SKCL,3468
ALI AL SALEM AB,,APP,128.3,OKAS,3469
ALLAMA IQBAL INTL,,APP,121.3,OPLA,3470
ALMATY,,TWR,124,UAAA,3471
Alor Setar Sultan Abdul Halim,,Ground,121.6,WMKA,3472
ALPNACH,,TWR,119.62,LSMA,3473
ALTOONA BLAIR CO,,CTAF,123.6,KAOO,3474
ALTUS AFB,,TWR,119.65,KLTS,3475
AMBROSIO L V TARAVELLA,,ATIS,114.5,SACO,3476
ANDALUSIA OPP,,TWR,119.55,79J,3477
ANDERSEN AFB,,APP/DEP,118.7,PGUA,3478
Anderson Muni Darlington Fld,,AWOS,118.37,KAID,3479
Anderson Rgnl,,APP/DEP,118.8,KAND,3480
ANDRAVIDA,,APP,120.65,LGAD,3481
Andrews AFB,,DEP,125.65,KADW,3482
ANDREWS UNIV ARPK,,CTAF,122.7,C20,3483
ANGEL FIRE,,CTAF,122.8,KAXX,3484
Angelholm,,APP,132.45,ESTA,3485
ANN,,TWR,118.7,VYAN,3486
ANNABA,,TWR,118.7,DABB,3487
ANTHONY MUNI,,CTAF,122.8,KANY,3488
ANTONIO NERY JUARBE POL,,CTAF,122.8,TJAB,3489
Anvers Deurne,,TWR,135.2,EBAW,3490
Apalachicola Muni,,APP/DEP,119.75,KAAF,3491
Arcachon la Teste de Buch,,APP,119.6,LFCH,3492
Archerfield,,CTAF/UNICOM,125.1,YBAF,3493
ARENS FLD,,APP/DEP,132.05,KRWN,3494
Arlington Municipal,,CTAF,122.7,KAWO,3495
Arnos Vale E T Joshua,,Ground,121.9,TVSV,3496
ARTESIA MUNI,,CTAF,122.8,KATS,3497
Arturo Merino Benitez Intl,,ATIS,132.1,SCEL,3498
Asheville Rgnl,,CTAF,121.1,KAVL,3499
ASHLAND LINEVILLE,,CTAF,122.9,26A,3500
ASMARA INTL,,TWR,129.5,HHAS,3501
ASTANA INTL,,TWR,118.7,UACC,3502
ASTRAKHAN,,APP,126,URWA,3503
ASWAN INTL,,APP,123.72,HESN,3504
ATHENS BEN EPPS,,Ground,121.8,KAHN,3505
Athens Intl Airport Elefterios Venizel,,APP,121.4,LGAV,3506
ATKA,,CTAF,122.9,PAKA,3507
Auckland International,,Clearance delivery,128.19,NZAA,3508
Augsburg,,TWR,124.97,EDMA,3509
Augusta Rgnl At Bush Fld,,TWR,118.7,KAGS,3510
AURANGABAD,,ATIS,127,VAAU,3511
AURORA MUNI,,CTAF,120.6,KARR,3512
AURORA STATE,,APP/DEP,126,KUAO,3513
Austin Bergstrom Intl,,TWR,118.22,KAUS,3514
Avalon,,ATIS,116.1,YMAV,3515
AVORD,,APP,138.97,LFOA,3516
BACON CO,,ASOS,118.32,KAMG,3517
Badu Is,,CTAF,126.7,YBAU,3518
BAGDAD,,CTAF,122.9,E51,3519
BAGOTVILLE,,ATIS,124.2,CYBG,3520
BAIYUN INTL,,Ground,121.85,ZGGG,3521
BAIYUN INTL,,APP,119.7,ZGGG,3522
Baker Muni,,CTAF,122.9,KBHK,3523
Baldonnel Casement,,Ground,123.1,EIME,3524
BALDWIN MUNI,,CTAF,122.9,7D3,3525
BALICE,,ATIS,126.12,EPKK,3526
Balikpapan/Sepinggan,,ATIS,127.6,WRLL,3527
BALTI INTL,,TWR,122.3,LUBL,3528
Baltimore Washington Intl,,APP,126.75,KBWI,3529
Bamyili,,CTAF,126.7,YBMY,3530
Banda Aceh Sultan Iskandarmuda,,TWR,122.2,WITT,3531
BANDARANAIKE INTL COLOMBO,,ATIS,127.2,VCBI,3532
BANDARANAIKE INTL COLOMBO,,APP,120.9,VCBI,3533
BANDIRMA,,TWR,122.1,LTBG,3534
Bangkok Don Muang Intl,,APP,125.5,VTBD,3535
BANGOKA INTL,,APP,125.9,FZIC,3536
BANGOR INTL,,ASOS,127.75,KBGR,3537
BANJA LUKA,,TWR,118.95,LQBK,3538
BAOAN INTL,,APP,124.25,ZGSZ,3539
Baradine,,CTAF,126.7,YBAD,3540
BARNES MUNI,,CTAF,118.9,KBAF,3541
Barnstable Muni Boardman Polando Fld,,TWR,119.5,KHYA,3542
BARQUISIMETO INTL,,ATIS,112.2,SVBM,3543
BARTH,,APP,126.42,EDBH,3544
Bartow Muni,,APP/DEP,119.9,KBOW,3545
BARYSIAI,,TWR,122.05,EYSB,3546
BASE AEREA,,APP,129.45,SBAN,3547
BASE MARAMBIO,,TWR,118.5,SAWB,3548
BATNA,,TWR,119.7,DABT,3549
BAURU,,RDO,121.3,SBBU,3550
BEATTY,,CTAF,122.9,KBTY,3551
BEAUFORT MCAS,,TWR,119.05,KNBC,3552
BEAUREGARD RGNL,,AWOS,118.22,KDRI,3553
Beauvechain,,APP,122.5,EBBE,3554
BEAVER MUNI,,AWOS,119.92,K44,3555
Beech Factory,,TWR,126.8,KBEC,3556
Beira,,TWR,118.1,FQBR,3557
Bellburn,,CTAF,127.6,YBEB,3558
BELLE PLAINE MUNI,,APP/DEP,119.7,KTZT,3559
BELLINGHAM INTL,,CTAF,124.9,KBLI,3560
BELOIT,,APP/DEP,121,44C,3561
BENCHMARK,,CTAF,122.9,3U7,3562
BENGUELA,,AFIS,118.7,FNBG,3563
BENINA,,APP,126.5,HLLB,3564
Bergamo Orio Al Serio,,Ground,120.5,LIME,3565
Berlin Schoenefeld,,Ground,121.6,EDDB,3566
Berlin Schoenefeld,,DEP,119.5,EDDB,3567
Berlin Tegel,,ATIS,125.9,EDDT,3568
BESSEMER,,Clearance delivery,123.75,KEKY,3569
BETHEL,,CTAF,118.7,PABE,3570
Betoota,,CTAF,126.7,YBEO,3571
Beyrouth Rafic Hariri Intl,,APP,119.3,OLBA,3572
BHAVNAGAR,,TWR,120.8,VABV,3573
Biarritz Bayonne Anglet,,ATIS,128.22,LFBZ,3574
BILLUND,,APP,127.57,EKBI,3575
BILLY MITCHELL,,APP/DEP,119.75,KHSE,3576
BINHAI,,TWR,130,ZBTJ,3577
Birmingham,,APP,131,EGBB,3578
Birmingham Intl,,ATIS,119.4,KBHM,3579
Bismarck Muni,,Ground,121.9,KBIS,3580
BLAIRSTOWN,,CTAF,123,1N7,3581
BLUFF,,CTAF,122.9,66V,3582
BLYTHEVILLE MUNI,,ASOS,135.02,KHKA,3583
BOB HOPE,,TWR,118.7,KBUR,3584
Boca Raton,,AWOS,121.12,KBCT,3585
BOCCADIFALCO,,AFIS,122.6,LICP,3586
Boeing Field King Co Intl,,Ground,121.9,KBFI,3587
BOLE INTL,,Ground,121.9,HAAB,3588
BOLSHOYE SAVINO,,ATIS,126.4,USPP,3589
BORKUM,,TWR,125.1,EDWR,3590
Boscobel,,ASOS,126.77,KOVS,3591
BOUAKE,,APP,120,DIBK,3592
BOUNDARY BAY,,TWR,127.6,CZBB,3593
Bountiful Skypark,,CTAF,122.8,KBTF,3594
BOWERMAN,,ASOS,135.77,KHQM,3595
BOWMAN FLD,,APP/DEP,123.67,3U3,3596
BRACKETT FLD,,UNICOM,122.95,KPOC,3597
BRADLEY INTL,,UNICOM,122.95,KBDL,3598
BRANDYWINE,,CTAF,123.07,N99,3599
Brasilia Presidente Juscelino Kubitsch,,Ground,121.8,SBBR,3600
Brasilia Presidente Juscelino Kubitsch,,APP,119.5,SBBR,3601
BRATSK,,TWR,118.1,UIBB,3602
BRAVALLA,,APP,132.95,ESCK,3603
Bremen,,TWR,134.82,EDDW,3604
BREMGARTEN,,TWR,128.95,EDTG,3605
Bridgewater,,CTAF,119.3,YBGR,3606
Brize Norton,,TWR,123.72,EGVN,3607
BROMMA,,ATIS,122.45,ESSB,3608
BROMMA,,APP,120.15,ESSB,3609
Brookhaven,,CTAF,122.8,KHWV,3610
BROWN CO,,CTAF,122.9,KGEO,3611
BROWN FLD MUNI,,DEP,125.15,KSDM,3612
Brownsville South Padre Island Intl,,TWR,118.9,KBRO,3613
Brunei Intl,,ATIS,126.8,WBSB,3614
Brunei Intl,,APP,127.1,WBSB,3615
Davidson Co,,AWOS,119.82,KEXX,3616
DU ROCHER PERCE PABOK,,CTAF,122.35,CTG3,3617
DUKE FLD,,DEP,120.9,KEGI,3618
DULUTH INTL,,ATIS,124.1,KDLH,3619
Dumpu,,AWOS,127.7,DPU,3620
Dunedin,,APP,120.7,NZDN,3621
DUNKESWELL,,RDO,123.47,EGTU,3622
Durrie,,CTAF,126.7,YDRI,3623
DUVAL CO RANCH COMPANY,,UNICOM,122.8,28TA,3624
Dzaoudzi Pamandzi,,AFIS,119.2,FMCZ,3625
Eagle Creek Airpark,,CTAF,122.8,KEYE,3626
Abbotsford,,TWR,121,CYXX,3627
ABILENE MUNI,,CTAF,122.8,K78,3628
ABUMUSA ISLAND,,TWR,122.9,OIBA,3629
Adelaide Edinburgh,,TWR,118.3,YPED,3630
Adelaide Intl,,APP,127.05,YPAD,3631
ADNAN MENDERES,,ATIS,129.2,LTBJ,3632
Aek Godang,,TWR,122.8,WIME,3633
Afonso Pena,,Ground,121.9,SBCT,3634
Agen la Garenne,,APP,121.17,LFBA,3635
AHWAZ,,TWR,121.9,OIAW,3636
AKHISAR,,TWR,122.1,LTBT,3637
AKRON CANTON RGNL,,APP/DEP,125.5,KCAK,3638
